[1, "No, never that  https://t.co/BI4QXAUYio"]
[6436, "@ThePerezHilton @PerezHilton those curls!!! Baby fever"]
[6437, "Can the flu be an STI?"]
[6438, "Nunca mais lavo minha camisa do flu Kkkkk"]
[6439, "True. #ImmigrationInvasion adds more infectious diseases to potential hazards. https://t.co/CoVlv2slwp"]
[6440, "The flu tried to kill me, John Tavares brought me back. I AINT GOIN NOWHEREEEEEE https://t.co/8qojZ8sOov"]
[6441, "Domingo podia ter um Flu x Vasco, da at\u00e9 desanimo pensar"]
[6442, "Senior send off today brought out a lot of feelz... life is just getting too real rn and I think I want to vomit and/or cry"]
[6443, "Vomit everywhere https://t.co/HJvK81dMiE"]
[6444, "Folks don't understand \"Baby Fever\" be so real.."]
[6445, "I liked a @YouTube video https://t.co/NQxmlrlQBf Aliexpress Jordan 12 Flu Game Review!!"]
[6446, "i like the way sneezing feels"]
[6447, "RT @gogumafics: Baby Fever https://t.co/rxqND1TCEa"]
[6448, "Fever rollin in a flivver."]
[6449, "youll do great they are easier than u think https://t.co/uPfv5pgA11"]
[6450, "Ele est\u00e1 enforcando o Fred. Nessa foto, ressalvo. https://t.co/s3tpdAW1f6"]
[6451, "If i eat imma vomit, if i don't imma pass out ."]
[6452, "fla x flu me lembra coisas que eu n posso lembrar"]
[6453, "RT @campuck: u make me vomit"]
[6454, "'Te vomit\u00f3 un unicornio o qu\u00e9?' Abuelo sos lo mejor de la vida JAJAJAJAJAJAJA"]
[6455, "@DiamondandSilk @realDonaldTrump  I had to vomit. It was really the FOX NAZI NoTOWN Fall."]
[6456, "Pior que perdeu kk https://t.co/PTV4EM84kZ"]
[6457, "928182- super gente boa, parceria de carnaval, tem bom gosto pq torce pro flu"]
[6458, "@tweettorcidas @DiihSilva99 Esquece o Flu um pouquinho. Obg"]
[6459, "Current Mood: Sweet Sleep (Looking at this picture is making me get baby fever, awww). https://t.co/H83nCsJH8z"]
[6460, "@djalvaro Been a fan since the dirty dutch days! Thoughts on my track?  https://t.co/m2y2wwkIyO"]
[6461, "vc vai num jogo do flu, sai de l\u00e1 crushando quase o est\u00e1dio todo"]
[6462, "potato got a diarrhea"]
[6463, "\u00d1 entendi o que ela flu no come\u00e7o... Algu\u00e9m me ajuda? kkkkkk https://t.co/6VJql3YDS3"]
[6464, "Watch Noelle Easton videos: https://t.co/FOuBMr1vll\nCoed fever with big boobed Noelle Easton https://t.co/szUSYmRCwZ"]
[6465, "I know this weird but I love sneezing  https://t.co/G76W3gzXRx"]
[6466, "@krismebaby Tu procura no drama fever pq e o melhor lugar pra assistir. \nPinocchio - \u00e9 o meu preferido \nDoctor Stranger \nI Hear Your Voice"]
[6467, "berry amino acids + vanilla protein does not make delicious berries n cream shake it makes baby vomit"]
[6468, "RT @LiveScience: Did Prince Die from the Flu? How the Virus Kills https://t.co/rTvqRwsDDg https://t.co/7314WThf3p"]
[6469, "RT @BarbaraEbel: Among children of all ages, children &lt;6 months have the highest risk for being hospitalized because of Flu."]
[6470, "I keep sneezing the hell"]
[6471, "Diarrhea cuts that down to 30 minutes on the toilet.   @UberFacts"]
[6472, "@JerryMarkon Breh how the fuck do you compare a knee injury to a flu? You ever played ball bro?"]
[6473, "guys who exclusively date east asian woman - wtf is your deal get out of here with your \"yellow fever\""]
[6474, "@liljfromthepck tf does a dehydrated llama look like"]
[6475, "I tweet so infrequently but when I do it's complete vomit I am sorry"]
[6476, "I only took like 5 pictures the whole weekend; Cabin Fever Reliever 2016 https://t.co/dDIeAg3FQ9"]
[6477, "#ultrachat A5 scariest was a dehydrated 90 degree day in the Meshomasic Forest with buzzards circling..."]
[6478, "i could still play sif when the fever was at its peak yesterday morning but now my fingers are just kinda. giving up"]
[6479, "i hate DA because if you search an anything related to an anime its literally only xreader fics and i want to vomit into my own asshole"]
[6480, "Swear I better not be getting the flu"]
[6481, "blaa the internet makes me wanna vomit sometimes lol"]
[6482, "Flu got me passing out"]
[6483, "@AustinDeFalco @sluggrl1996 do u mean like... dehydrated banana chips or like... banana flavored potato chips"]
[6484, "Everybody has baby fever BUT me. I good on that shit for a while."]
[6485, "RT @luanang1: Espero q o lindo do @liveira_ffc esteja preparad\u00edssimo para cumprir a aposta.... pois o flu dele perdeu!!!"]
[6486, "@NBCNews @nytimes @NYDailyNews @fox5ny \nLIKE UR DIARRHEA OF THE MOUTH\nthat TELLS LIES to its CITIZENS\nin ORDER TO BETTER CTRL THEM!"]
[6487, "@_ittybittysarah I just saw this tweet. Smh Gotta remind me earlier jungle fever"]
[6488, "Listening to #lyinted spew more vomit from his lying mouth at the #townhall  he has to be kidding me! @tedcruz #nevercruz"]
[6489, "NOVA LIGA CRIADA PELA DUPLA FLA-FLU https://t.co/HAGyYD3ePD"]
[6490, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $172.5 https://t.co/aRPWNAx226 https://t.co/co0JwMlubz"]
[6491, "Naked and Afraid, what do they get out of this torture? $100,000 - million? lol  that guy looks like death and diarrhea #nakedandfraid"]
[6492, "@AtilahOliveira, ningu\u00e9m respeita o Flu. Nem planalto, \u00edbis, etc. Menos torcida?! GE divulgou voc\u00eas, de novo, atr\u00e1s... T\u00edtulo internacional?"]
[6493, "@tweettorcidas jogos sempre l\u00e1. Botafogo x Flu em jf deu 23mil a capacidade era de 25, Bota x fla tb lotou em jf"]
[6494, "#5: Fever Piano Accordion 22 Keys 8 Bass, Blue: Fever Piano Accordion 22 Keys 8 Bass, Blue by Fever (4)Buy new... https://t.co/CCbcRcd2Di"]
[6495, "@SomosNense @NegreirosHarry discordo quanto ao \"bom time\". Flu \u00e9 limitado."]
[6496, "I'm super quick to call someone a \"bitch\" when I get mad. I can't help it, it's literally like word vomit."]
[6497, "Omggggggg have u been revising https://t.co/2iqXty3Lyz"]
[6498, "katy caro asshole fever https://t.co/79wxR44QNR"]
[6499, "we park.\nbryan zooms out the car to a tree and starts to vomit. meanwhile these three dudes who were smoking start whistling at us."]
[6500, "RT @_misc_ellaneous: Studying makes me vomit. \nHomework makes me vomit."]
[6501, "Adenan Fever #theAdenanFever #grampystheman"]
[6502, "First time GoT has made me want to vomit"]
[6503, "@JasfeilZRivas tiw tiw (kahit secretly nainfect na rin sa Bieber fever hahaha)"]
[6504, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $172.5 https://t.co/VwvpvYspcU https://t.co/qSaf7IRBZD"]
[6505, "I think I'm getting a fever"]
[6506, "i'm dehydrated and i feel weak."]
[6507, "#news #flu Bird flu under control: Agriculture Ministry - The Daily Star https://t.co/U9XwLlDkcJ"]
[6508, "@amrtlaifa oke and tak oke gtu. Haha aku kene keep on jaga makan minum air gtu. Dehydrated teruk"]
[6509, "the way the men talk to Khaleesi in GOT makes me want to actually vomit"]
[6510, "diamonds got da flu, try not to catch this. https://t.co/Z82Og2kfti"]
[6511, "They will think I'm making up stories not to come in, this diarrhea is bad"]
[6512, "you must got a fever, too hot to have a man girl you must got to leave him, hey"]
[6513, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $172.5 https://t.co/RbewayRTeR https://t.co/Te3eYGxCH8"]
[6514, "https://t.co/JhZcFthWJf fever ray"]
[6515, "RT @MicrobesInfect: Research and development of universal #influenza vaccines https://t.co/dq9BxThMsf #flu #vaccine https://t.co/vX9hRHBUTO"]
[6516, "I seriously need to stop sneezing jfc"]
[6517, "@k_eischen @WorldStarFunny crying because so true but also crying because im sick with the flu so sorry charlie ur on ur own this week hahah"]
[6518, "I so hate have having the flu, this has knocked me for a six."]
[6519, "i wanted to take my mom out tomorrow but she said she's gotta fever :("]
[6520, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $172.5 https://t.co/l4ZGA2gFMB https://t.co/jmc1eNtMLs"]
[6521, "- Wester Drug Flu 15 60sec https://t.co/gaowocATtL #VintageSoundPlaylist"]
[6522, "#H1N1 Race for universal flu vaccine gathers pace - Financial Times https://t.co/lTZmi5HDgN"]
[6523, "A arbitragem ruim hoje poderia ficar em segundo plano se o Flu tivesse rompido com a Ferj. Mas estar\u00e1 em 2017 reclamando dos mesmos erros."]
[6524, "RT @DogVacay: No more doggy cabin fever! 5 super easy activities you can do today! https://t.co/uQrVODNwmy https://t.co/eUHJX6iyev"]
[6525, "RT @Tommy_Mulvaney: First time in 19 years I've gotten the flu. This sucks ass. No man should be pissin out of their ass like this"]
[6526, "RT @AngryAmerican97: I do not believe the Flu killed prince...look into his walgreens trips"]
[6527, "I guess my fever broke cause ya girl is sweating to death."]
[6528, "They finally put \"Cabin Fever\" on Rhapsody today!"]
[6529, "WHY ALDUB FEVER IS REWARDING\nclick here: https://t.co/3j05ei9abO\n\n#ALDUBActOfLove"]
[6530, "Olha esse visual que eu montei! Ser\u00e1 que o cliente vai gostar? #TappsGames #FashionFever https://t.co/QGN13F0BC8 https://t.co/fUjZRIyg3m"]
[6531, "RT @CowboyOnPatrol: This is a bad tweet.  https://t.co/9UaXL6CI9I"]
[6532, "@AGirlintheSouth @nitetimeguy I keep getting alerts from the Weather Ch, on my phone that say \"pollen count is high\". Been sneezing all day!"]
[6533, "RT @imVicPauleen: WHY ALDUB FEVER IS REWARDING\nclick here: https://t.co/3j05ei9abO\n\n#ALDUBActOfLove"]
[6534, "lets play a game called is my brother going to go to school tomorrow, or is he going to magically come down with the bird flu in 12 hours?"]
[6535, "@minguka nanti kalau makan es mingguk bisa flu nuna kan bisa dimarahin mamanya"]
[6536, "Ribamar marca outra vez contra o Flu e coloca Botafogo na final do Carioca: O post Ribamar marca outra vez con... https://t.co/7AB2xpTEEa"]
[6537, "Ribamar marca outra vez contra o Flu e coloca Botafogo na final do Carioca: O Fluminense segue sem vencer cl\u00e1s... https://t.co/NsHVlDGFrx"]
[6538, "@ann_ann3881 you're dehydrated"]
[6539, "5 Best Ways To Use Apple Cider Vinegar For Diarrhea https://t.co/gdYlk8nP4Z #iwanthealthyph"]
[6540, "RT @ambercrockett3: I'm the most dehydrated person I know"]
[6541, "Sneezing while driving may just be one of the scariest things ever"]
[6542, "The best home-based job. Make over $10,000/month. Free registration. Start making big  https://t.co/DZZQCS6mM5 https://t.co/ZRhXP8on1y"]
[6543, "the other halfrudely photo bombed  https://t.co/IKaF2IKvjW https://t.co/60zoDO5Jz4"]
[6544, "RT @felipesilveir24: @vitorian98 Era pra ser Fla x Flu msm"]
[6545, "RT @tennygirl79: When an employer tells you that at least someone who is sick with the flu has a \"real\" illness #AbleismExists"]
[6546, "Tired . Fever finally gone ,"]
[6547, "@jinjinossauro mas minha irma estragou o cel dela com menos de um mes, e eu assistia por la pq no meu n pega drama fever e meu viki trava :("]
[6548, "RT @clingylads: why???!!?!?!?! you pagaling ha :( asap ily bes https://t.co/lsNp8DLSBt"]
[6549, "BIEBER FEVER BIEBER FEVER BIEBER FEER BIEBER FEVER BIEBER FEVER BIEBER FEVER BIEBER FEVER #WeLoveShotsApp"]
[6550, "Got a fever of 102 last I checked."]
[6551, "Clobbered with I guess was an intestinal flu yesterday but I'm back now with #7DaysToDie on https://t.co/CrjjjWMaaT"]
[6552, "Not when you have a broken eye socket... https://t.co/8PbgHoHk38"]
[6553, "I've got Turnover fever."]
[6554, "@PedroTitoLessa nem vou discutir,parabens pelo grande titulo da ta\u00e7a guanabara,s\u00f3 q flu poupou 6 titulares naquele jogo"]
[6555, "Check out Fever to win tickets to Manhattan Helicopter Tour for 2 https://t.co/caih1a2MoF https://t.co/Errszhx5G9"]
[6556, "queria mt um FlaxFlu... mas n tem Flu, nem Fla, nem porra nenhuma n\u00e9"]
[6557, "@GabbbbbyC believed to have the flu and a pretty bad lung infection"]
[6558, "I could lose 20 dimes in 1 week but ill never get more satisfaction than watching Mr Bumpa vomit all over himself today...!!!!"]
[6559, "@rosiebarton #QuitFellatingJustin Rosie. Your Lib sycophancy is vomit inducing #defundtheCBC"]
[6560, "RT imVicPauleen: WHY ALDUB FEVER IS REWARDING\nclick here: https://t.co/2ceT9oYAQb\n\n#ALDUBActOfLove"]
[6561, "IM SO EXCITED I HAVE A FEVER AND FEEL LIKE IM DYING THE NIFHT BEFORE MY BIEBER CONCERT"]
[6562, "Wow, this fever done fucked me up."]
[6563, "@google The poor man,died due to a fever the 23 of April of 1616 (was young was 52 years)."]
[6564, "RT @CuffsTheLegend: Sneezing feels so good"]
[6565, "@mary13madden  https://t.co/wYHgA19xPU"]
[6566, "RT @That_Guy_Major: On kids them mfs stupid  https://t.co/oDhG9jjhGM"]
[6567, "apologies for the lack of streaming! caught a pretty bad fever on saturday and called in sick from work. gonna take the evening to heal."]
[6568, "RT @ImTidora: RT imVicPauleen: WHY ALDUB FEVER IS REWARDING\nclick here: https://t.co/2ceT9oYAQb\n\n#ALDUBActOfLove"]
[6569, "@LeeCaylin16 you aren't supposed to soak in hot because the dehydrated your skin more that's why you soak in cold"]
[6570, "ew if any of my old things did that I'd vomit  https://t.co/MvuSnee5FC"]
[6571, "A bottle of water just cost me 5 bucks at the airport... Being dehydrated almost sounds like a better option... Almost..."]
[6572, "@EnnyKolaa loooool vomit"]
[6573, "No fever no not again"]
[6574, "tbh the only nickname I find acceptable for someone to call their significant other is \"babe\". anything else makes me wanna vomit."]
[6575, "@MugsTV if it's a cold or flu, try @coldeeze"]
[6576, ", \"Migraine is finally subsiding, as well as te vomit session...awesome Sunday.\""]
[6577, "@ItsElicia i think youre having fever due to the hot weather. HAHAHAHAHAHAHA"]
[6578, "RT @StephLaties: Fuck allergies or the flu or whatever horrible sickness is taking over"]
[6579, "RT  https://t.co/0iIKm2GMmh"]
[6580, "RT @TheMindsConsole: As a dog goes back to its vomit, so a fool repeats his stupidity. -Proverbs 26:11"]
[6581, "RT @reedeasy30: Girls make me wanna vomit"]
[6582, "Aposte na mega sena  https://t.co/mpKId1vy6q"]
[6583, "RT @Colby_Paul: Judgemental people make me want to vomit"]
[6584, "Diarrhea is like vomit for your buthole"]
[6585, "So I can't be around ppl for 5-7 days bc of the flu .. Sounds good"]
[6586, "God I feel like I'm about to vomit I'm not ok"]
[6587, "Damn, it feels like I cought a flu. I'M SICK, DELPHINE"]
[6588, "#NowPlaying -  Night Fever by Bee Gees -  https://t.co/SOe6pp4wn9 #WeKeepMusicReal"]
[6589, "Inilah 7 Sayuran yang Bisa Mengatasi Penyakit Flu : https://t.co/uPNNB8ctzv"]
[6590, ".@OsceolaCountyFL License didn't help tiger cub: \"smelt strongly of urine...a pile of diarrhea near her rubber toy.\" https://t.co/jYdsEBgR6G"]
[6591, ".@OsceolaCountyFL License didn't help tiger cub: \"smelt strongly of urine...a pile of diarrhea near her rubber toy.\" https://t.co/MWKC2rnvkF"]
[6592, "Well fever is a huge thing. You never know if it just a common cold, dengue, or anything else in the world that can be presented as fever.."]
[6593, "Summer fever.\nBra: https://t.co/LwMnTE4Scp\nPanties: https://t.co/tE0D9BlQdO\n\n#PPZ #Bra #Lingerie #DemiBra #Fuchsia https://t.co/4m6ly4MCgJ"]
[6594, "Literally might be dehydrated."]
[6595, "RT @indicowie: A bottle of water just cost me 5 bucks at the airport... Being dehydrated almost sounds like a better option... Almost..."]
[6596, "https://t.co/SrZhxHuZCd #Nike NIKE AIR JORDAN 12 RETRO XII THE MASTER SIZE 14 130690-013 FRENCH BLUE FLU YEEZY"]
[6597, "Jogo em Vr j\u00e1 \u00e9 uma merda e o Bruno ainda foi,segundo jogo que ele vai e o Flu perde,ou seja"]
[6598, "are your stress levels ever so high that you feel like you're just going to vomit for ten straight years"]
[6599, "RT @foschoe: My mom is still refusing to accept the fact that Prince died, she keeps telling us that he just has the flu"]
[6600, "Historic season hanging on an @StephenCurry30 MRI report tomorrow... Please just let this be Jordan's flu moment! @warriors #DubNation"]
[6601, "No es que te deseo el mal, pero ojala cuando tengas diarrhea estornudes repetitivamente en publico."]
[6602, "Imagine getting ran over by a truck at full speed and being dehydrated and starving bc anxiety won't let u eat lol  https://t.co/URYYIFbprV"]
[6603, "I just bit my tongue while sneezing"]
[6604, "Nymph Fever Renee LaRue Kendra Jade https://t.co/YJevnuTGLI"]
[6605, "RT @GabrielleLHenry: I just bit my tongue while sneezing"]
[6606, "@LOreal_B they could just be a dyslexic with 'flu?"]
[6607, "@courtneyyap  I think it's the flu"]
[6608, "cure the bieber fever, Dr. Bieber"]
[6609, "@marcwan delighted to be moving back to the UK just when that's reaching fever pitch...!"]
[6610, "RT @vitorrrrsfc: @_luffc Flu, Bar\u00e7a, Real, CR7 e Messi"]
[6611, "@_sgcsj_ r u getting any fever cough runny nose etc?"]
[6612, "Got con flu at #paxhome2016 rip https://t.co/rVy4oEvnVf"]
[6613, "Uma coisinha: Botafogo ganhou do Flu!! Hahahaha adorei"]
[6614, "I liked a @YouTube video from @ivixtt https://t.co/zwafjCoseR The Explosive Diarrhea Hippo."]
[6615, "Running a fever and feeling like shit .. I don't understand . Why am I sick ?"]
[6616, "Imma need the cavs to win tonight cuz I got beiber fever Tuesday"]
[6617, "RT @NisaNurislam: flu is sick :3"]
[6618, "decepcionou https://t.co/1tYe3z1r43"]
[6619, "check if he has a fever  https://t.co/GG98BaRzIM"]
[6620, "Works best on macs https://t.co/1hwzZGLMVh"]
[6621, "@sfwjulian I caught the flu Monday and it was gone by Thursday"]
[6622, "Listen to JUNGLE FEVER - Wilough by OfficialWilough' #np on #SoundCloud https://t.co/Y5H8lhzIFh"]
[6623, "@jumartinsffc @maharierref qria a final vas x flu, como vcs tomam gol do ribamar? quem \u00e9 ribamar?"]
[6624, "@EMcCra2 @doritmi @and_kell Why would any doctor give a flu shot to someone presenting with flu symptoms? Ludicrous assumption."]
[6625, "Do u knw any1 suffering 4rm dis ailments,malaria,typhoid fever, HBP,diabetes etc,RUZU herbal miracle bitters is d solution.call 08033s21551"]
[6626, "I'm so dehydrated I dreamt that I am dehydrated. #wtf"]
[6627, "Honestly concerned if I'm gonna die this flu bug is so fucked"]
[6628, "@_luffc Flu, Fla/Bar\u00e7a, Real, Fred/CR7, Messi"]
[6629, "Ready to see you work!!!! https://t.co/ZLVjPag0Hp"]
[6630, "RT @drlrst: This fever is killing me"]
[6631, "Sneezing now is a whole body experience ... of pain."]
[6632, "Day 5 no fire lots of puke and diarrhea #nakedandafraid"]
[6633, "@Awithonelison @EMcCra2 @and_kell there's nothing supporting the claim he got a flu shot."]
[6634, "RT @Madddddsssss: if i could stop sneezing long enough to breathe that'd be great"]
[6635, "diarrhea"]
[6636, "Fever Variations - Karen Marie sings Peggy Lee's \"Fever\" in 12 Different Styles\n\nhttps://t.co/7nfIZrVaiL https://t.co/5ulnBZrqjB"]
[6637, "@Lyricoldrap I can't believe how much vomit Charlie had in him"]
[6638, "Day 5 en she is having diarrhea ? She ain't gonna make it! #NakedandAfraid"]
[6639, "RT @LiveSciHealth: Everything you need to know about the #flu virus: https://t.co/7wHWnQWHdP https://t.co/w3ObLBgsJQ"]
[6640, "Isso se repete ano ap\u00f3s ano e nada muda... 7x1 foi pouco... https://t.co/1gFUG7l8K9"]
[6641, "Can you believe this guy https://t.co/c1Ibx65Zfe"]
[6642, "@classicnak HSHSJDJS IM@GONNA FUCKING VOMIT"]
[6643, "I liked a @YouTube video https://t.co/JQQTpZNfHT BEAN BOOZLED CHALLENGE HUNGRY HUNGRY HIPPOS EDITION!!! (VOMIT ALERT)"]
[6644, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $172.5 https://t.co/x5UKzh3vtE https://t.co/lXzX0BUPKB"]
[6645, "1/16th of an orgasm  https://t.co/BUFVWBtCQ3"]
[6646, "Cabin Fever 3 always gonna be nice"]
[6647, "my fever is back Sigh"]
[6648, "no que asco la primera vez que lo prob\u00e9 vomit\u00e9 en el ba\u00f1o de mi amiga https://t.co/DGjRnVSdno"]
[6649, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $172.5 https://t.co/aRPWNAx226 https://t.co/T5acCuseSF"]
[6650, "@UnofficialJudas I've had the flu for days. It's also crushed my spirit &amp; turned me extremely cynic."]
[6651, "Tr\u00eas semanas sem o Flu jogar... A\u00ed eu pergunto... Que calend\u00e1rio rid\u00edculo \u00e9 esse?"]
[6652, "Gosh golly I've happened to come down with the flu and won't make it to school tomorrow"]
[6653, "@UOLEsporte E a torcida do Flu reclama pelo Fred no jogo."]
[6654, "#FlashBack: Lassa Fever Outbreak: Pandemonium in Osun Teaching Hospital as Doctor Dies Vomiting Blood https://t.co/HAYFijNocI"]
[6655, "This flu needs to go"]
[6656, "RT @alanzafri: This flu needs to go"]
[6657, "down with fever :("]
[6658, "how am I not dehydrated"]
[6659, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $172.5 https://t.co/sGFmRP6tPY https://t.co/rJ8ackFxye"]
[6660, "Flu is coming ahjhj"]
[6661, "I like you video when are you mack nother one of Frozen you now what you should make frozen fever Anna birthday ok thanks you"]
[6662, "RT @AsthmaSA: Speak with your GP or pharmacist for further information about #asthma and the flu. https://t.co/pMODvrxmnA"]
[6663, "@BalconyKristian @Mr1738 dance fever https://t.co/BKz7TB45N9"]
[6664, "@crystalynmarie_ I HAD THE FLU AND MY HORMONES WERE EVERYWHERE ANYTHING I SAID IN THE PAST 7-10 BUSINESS DAYS DONT COUNT"]
[6665, "Air Jordan Retro XII 12 Flu Games Black/Red Size 8 2009 - Bid Now! Only $172.5 https://t.co/l4ZGA2gFMB https://t.co/c7sSkMOCws"]
[6666, "Feeling like I'm done with the flu...I HATE not feeling A-OK"]
[6667, "Algu\u00e9m SB quanto foi o jogo do flu e fogo"]
[6668, "@Diarrhea don't use your magic on me"]
[6669, "I Got Barfs in Atlanta: Watch Desiigner Vomit Mid-Dab Onstage and Keep Rapping https://t.co/PCHnIcwpSW - your fave trap rapper could never"]
[6670, "@2aguacates ITS NOT THE FLU IT IS STREP THROAT"]
[6671, "RT @HeyDaro: Vomit\u00e9  el arroz con pollo al verle las  tetas a melisandre"]
[6672, "Has anyone ever died from sneezing?"]
[6673, "Caught a fever this morning. God dammit"]
[6674, "@Kbreezalicious I've got kerrbreezy fever https://t.co/La97b6tSnZ"]
[6675, "new surface protein may change how the flu vaccine is made! https://t.co/RftXrvkL72"]
[6676, "I liked a @YouTube video from @cuntrychallenge https://t.co/ECQvqIaCBV Country Challenge: Doughnut Beer Pong! *Vomit Alert*"]
[6677, "Morning fever."]
[6678, "RT @ethanwilson98: @Kbreezalicious I've got kerrbreezy fever https://t.co/La97b6tSnZ"]
[6679, "flu gaenak babget sumpah.mau pulang:("]
[6680, "[Alison Krauss] \"I've got that old feeling...you're heaving...\" https://t.co/IZhUuxFzt2"]
[6681, "@mishiesings  I wanna float in space with you and eat dehydrated vegetables https://t.co/703gYbpfJW"]
[6682, "@JonathanBarkan I know! It's weird because I don't eat, either! Which is why I end up losing weight after getting over a cold/flu."]
[6683, "*vomit"]
[6684, "I never get baby fever. They're cute.\nNot that cute when I don't sleep for a year and I'm cleaning their shit and puke all day long."]
[6685, "This fever is killing me"]
[6686, "Just informed that sneezing loses 7 brain cells. Im boutta be stupid after allergy season"]
[6687, "@Annualist https://t.co/MkzRqW4CPR"]
[6688, "nopp .  https://t.co/2W9zE51NIx"]
[6689, "Flue Liner Repair Joint, Cracked Mortar Crown Brick ChimneyTop\n\nA ...\nhttps://t.co/cqCCyPx5yT https://t.co/MTvAxrUwVk"]
[6690, "https://t.co/5AzAtvFD2X AUTHENTIC AIR JORDAN 12 RETRO \"PLAYOFF 2012 RELEASE\" 130690-001 \"WINGS FLU GAME\" https://t.co/eYdpK7499E"]
[6691, "https://t.co/jzlZvEU785 #sale AUTHENTIC AIR JORDAN 12 RETRO \"PLAYOFF 2012 RELEASE\" 130690-001 \"WINGS FLU GAME\""]
[6692, "Thanks to everyone who came out to the Spring Fever tournament! Dozens of players shot darts, hundreds of dollars... https://t.co/FjIFfH23Bl"]
[6693, "I have VEGAS fever. I wanna go back already"]
[6694, "RT @12gaabriel: Nao quero falar de futebol hoje, Flu perdeu pro Botafogo"]
[6695, "I added a video to a @YouTube playlist https://t.co/Dj42keraU0 MiSTA FLiNTASTiC - #Dehydrated (live rounds)"]
[6696, "Pulang ae pulang https://t.co/ttY7l3JwKS"]
[6697, "@Diarrhea oh god"]
[6698, "@HillaryClinton please leave the United States or we are fine without you you and I vomit need to exit power of the states"]
[6699, "RT @abbywhite91: Our disposal has the flu."]
[6700, "#situacion \u00bfqui\u00e9n vomit\u00f3 y se comi\u00f3 su v\u00f3mito otra vez? #LaVozMexico"]
[6701, "RT @Diarrhea: some http://t.co/FJKitZiMXm"]
[6702, "RT @Diarrhea: BODY ONCE TOLD ME http://t.co/bkTRyyigxp"]
[6703, "@_daisymariee05 I hate your stinking guts. You make me vomit. You're scum between my toes! If neither one of y'all knows this..."]
[6704, "RT @KiMBERlY_xO0: Yuppp. Getting the flu the last week of school is just what I needed."]
[6705, "Govt wary of yellow fever https://t.co/LTyh7mCSKw"]
[6706, "@tzhpt did it just now occur to u that u might be running a fever"]
[6707, "you have the flu for 6 days and suddenly you're failing 4 classes"]
[6708, "@deitess upon further inspection, I have the flu and not a hangover lmao"]
[6709, "\"I'm just not a meat eater\" okay go get some more diarrhea &amp; vomiting from jungle fruits #NakedAndAfraid"]
[6710, "@Diarrhea https://t.co/PKhUrfd5fq"]
[6711, "No thanks I got a finance final to write  https://t.co/wUayFdvJ7F"]
[6712, "- Vio International ...Fever...Violators (V I Soca)"]
[6713, "Winter has come and it took my soul throw this flu... (At least trade it for JS's )"]
[6714, "Update: very dehydrated. Very red. In need of aloe immediately."]
[6715, "@rjblaskiewicz he couldn't eat anything 2 sips milk and hives wheezing turning blue, choking.. Diarrhea one day constipation next, pepto"]
[6716, "THEY ADDED CHOCO BANK TO DRAMA FEVER OEFHFOBVHQFWPENQ"]
[6717, "I have puppy fever. https://t.co/Qj173hPc5m"]
[6718, "my secrets are burning a hole through my heart and my bones catch a fever"]
[6719, "RT @clareanosdepre: Ovo de p\u00e1scoa por 60 reais, ta louco? \nVem o que dentro? \nNudes do Minho? \nA cura do fulgor? \nO livro The Fever Code?"]
[6720, "@DanielFFC07 Esse elenco do Flu se desmobiliza com facilidade. Parece que ficam satisfeitos com um t\u00edtulo, em vez de querer acumul\u00e1-los."]
[6721, "Is it a flu or baby number 2.. #WaitingGame #ForeverNauseous"]
[6722, "ha my fever has gotten worse and now im resting at home"]
[6723, "RT @mollybohmann: wow I would really love spring if I didn't have thESE GOD DAMN ALLERGIES I CANT EVEN LOOK OUTSIDE WITHOUT SNEEZING"]
[6724, "RT @ScottBellDMN: The city of Dallas is getting Stars fever. Check out the side of the Omni in downtown Dallas. https://t.co/D8CH7QXKCt"]
[6725, "looooove having a fever right before we go back to school"]
[6726, "@BondiVet can my dog catch a cold from me? I'm 4 days into a common cold and he's been sneezing for the last couple of nights."]
[6727, "Tem o mercado do futebol para comentar tamb\u00e9m. Vai esquentar... https://t.co/E7PTek0L4q"]
[6728, "@delfinaforla juego el domingo delfif\u00f3....Aparte hoy se gano 3 a 1 y la 4ta tuvo una noche muy agitada en la flu"]
[6729, "AP CM Chandrababu Video Conference with District Collector over Farm Loan ...\n\n ...\nhttps://t.co/D4Fm0UpGFu https://t.co/RVOe5IG74J"]
[6730, "RT @Giovanni_ds13: Eu s\u00f3 quero Fla x Flu na final, s\u00f3 isso. Ei Eurico, VAI TOMAR NO CU!!!!"]
[6731, "Ashlee just said that she would rather have someone vomit in her bed than fart in it"]
[6732, "I've been very fortunate that my cat never has diarrhea"]
[6733, "bila flu, kau malas!"]
[6734, "RT @thadeurv_: S\u00f3 quero esse Fla x Flu na final do carioca!!"]
